EVENT_ID  ISSUE_ID  TYPE        CREATION_DATE                ACTOR               TITLE
​ 4021887824 73996 | unlabeled | 2020-11-20T17:07:50Z | isidorn | Progress bar for long file operations
​ 4021887449 73996 | milestoned | 2020-11-20T17:07:44Z | isidorn | Progress bar for long file operations
​ 4021887446 73996 | demilestoned | 2020-11-20T17:07:44Z | isidorn | Progress bar for long file operations
​ 4021870942 111042 | subscribed | 2020-11-20T17:04:24Z | alexdima | WorkspaceFileEditOptions add maxSize
​ 4021870932 111042 | assigned | 2020-11-20T17:04:24Z | isidorn | WorkspaceFileEditOptions add maxSize
​ 4021870931 111042 | mentioned | 2020-11-20T17:04:24Z | alexdima | WorkspaceFileEditOptions add maxSize
​ 4021870908 111042 | review_requested | 2020-11-20T17:04:23Z | isidorn | WorkspaceFileEditOptions add maxSize
​ 4021870904 111042 | milestoned | 2020-11-20T17:04:23Z | isidorn | WorkspaceFileEditOptions add maxSize
​ 4021870356 111037 | assigned | 2020-11-20T17:04:16Z | weinand | Default debugging in a multiroot workspace sets working directory inconsistently
​ 4021870274 111040 | assigned | 2020-11-20T17:04:15Z | mjbvz | auto complete json key and value based on json schema
​ 4021870209 111041 | assigned | 2020-11-20T17:04:14Z | meganrogge | Version 1.51.1 in wsl2 does not work right
​ 4021733274 53262 | subscribed | 2020-11-20T16:36:41Z | adjogahm | Outline view: collapsed by default (introduce optional setting?)
 4021733264 53262 | mentioned | 2020-11-20T16:36:41Z | adjogahm | Outline view: collapsed by default (introduce optional setting?)
 4021712034 110990 | head_ref_deleted | 2020-11-20T16:31:37Z | connor4312 | testing api v0.0.0.00001
 4021711958 110990 | closed | 2020-11-20T16:31:36Z | connor4312 | testing api v0.0.0.00001
 4021711950 110990 | merged | 2020-11-20T16:31:36Z | connor4312 | testing api v0.0.0.00001
 4021711948 110990 | referenced | 2020-11-20T16:31:36Z | connor4312 | testing api v0.0.0.00001
 4021709094 111037 | renamed | 2020-11-20T16:30:57Z | jolampi | Default debugging in a multiroot workspace sets working directory inconsistently
 4021638613 111021 | milestoned | 2020-11-20T16:14:18Z | connor4312 | Debug Auto Attach: introduce an option to disable without hiding status bar item
 4021596754 111032 | assigned | 2020-11-20T16:05:40Z | jrieken | references.preferredLocation -> View doesn't seem to work (Typescript)
 4021596689 111034 | assigned | 2020-11-20T16:05:40Z | mjbvz | [VS Code 1.52 Insider ] - Editor Title Menu does not update/change icon
 4021590857 111017 | closed | 2020-11-20T16:04:28Z | vscode-triage-bot | The button beside session button "join and start collaboration" have no tool tip in display when keyboard focus is received to each.
 4021588978 111017 | labeled | 2020-11-20T16:04:06Z | RMacfarlane | The button beside session button "join and start collaboration" have no tool tip in display when keyboard focus is received to each.
 4021583398 110809 | labeled | 2020-11-20T16:03:02Z | RMacfarlane | Accounts does not load
 4021582960 110809 | closed | 2020-11-20T16:02:56Z | RMacfarlane | Accounts does not load
 4021570796 111036 | renamed | 2020-11-20T16:00:23Z | dfdumaresq | Colorization Broken - Cannot disable References Code Lens
 4021566677 110963 | labeled | 2020-11-20T15:59:29Z | rebornix | Notebook keyboard placeholder overlaps with execution time
 4021566373 110963 | assigned | 2020-11-20T15:59:25Z | rebornix | Notebook keyboard placeholder overlaps with execution time
 4021541218 104009 | subscribed | 2020-11-20T15:53:50Z | swrobel | Add the ability to hide Action icons at the top of File Explorer
 4021541211 104009 | mentioned | 2020-11-20T15:53:50Z | swrobel | Add the ability to hide Action icons at the top of File Explorer
 4021520071 111030 | labeled | 2020-11-20T15:49:14Z | weinand | Debugger does not show object property value 0
 4021519671 111030 | unassigned | 2020-11-20T15:49:08Z | weinand | Debugger does not show object property value 0
 4021519362 111030 | assigned | 2020-11-20T15:49:04Z | connor4312 | Debugger does not show object property value 0
 4021507728 111010 | unassigned | 2020-11-20T15:46:29Z | weinand | Getting message "Permission Denied" in VS Code while running a program
 4021507111 104009 | subscribed | 2020-11-20T15:46:20Z | soffes | Add the ability to hide Action icons at the top of File Explorer
 4021507108 104009 | mentioned | 2020-11-20T15:46:20Z | soffes | Add the ability to hide Action icons at the top of File Explorer
 4021499402 110994 | unassigned | 2020-11-20T15:44:37Z | alexdima | Allow to reload window several times after failure
 4021499206 110994 | assigned | 2020-11-20T15:44:34Z | roblourens | Allow to reload window several times after failure
 4021498716 110994 | subscribed | 2020-11-20T15:44:29Z | roblourens | Allow to reload window several times after failure
